"SNPID","Position","Disease/Trait name","P value","PMID","Chr"
"rs10487814","123869567","Obesity (body mass index (BMI))","7.56e-4","21935397","7"
"rs10487851","107992582","Obesity with early age of onset (age >2)","7.90e-4","22484627","7"
"rs10487999","90611479","Obesity with early age of onset (age >2)","8.64e-4","22484627","7"
"rs10488541","93091782","Obesity with early age of onset (age >2)","2.18e-4","22484627","7"
"rs10488542","93114364","Obesity with early age of onset (age >2)","4.08e-4","22484627","7"
"rs10489882","177904495","Obesity (body mass index (BMI))","8.85e-4","21935397","1"
"rs10491194","69898010","Obesity with early age of onset (age >2)","3.86e-4","22484627","17"
"rs10492440","42762106","Obesity with early age of onset (age >2)","1.44e-4","22484627","13"
"rs10492813","72122463","Obesity (body mass index (BMI))","8.03e-4","21935397","16"
"rs10492814","72126514","Obesity (body mass index (BMI))","7.22e-4","21935397","16"
"rs10492870","83020354","Obesity with early age of onset (age >2)","1.00e-4","22484627","16"
"rs10492871","83020829","Obesity with early age of onset (age >2)","1.83e-4","22484627","16"
"rs10493015","22788224","Obesity with early age of onset (age >2)","6.53e-4","22484627","1"
"rs10493544","74983835","Obesity with early age of onset (age >2)","3.15e-8","22484627","1"
"rs10493631","80477880","Obesity-related traits","5.00e-6","23251661","1"
"rs10493746","84904279","Obesity (body mass index (BMI))","4.14e-4","21935397","1"
"rs10494301","154701218","Obesity (body mass index (BMI))","5.68e-4","21935397","1"
"rs10494939","211856495","Obesity (body mass index (BMI))","4.55e-4","21935397","1"
"rs10495184","222259677","Obesity (body mass index (BMI))","3.28e-5","21935397","1"
"rs10495481","598782","Obesity with early age of onset (age >2)","6.68e-4","22484627","2"
"rs10495749","24730847","Obesity with early age of onset (age >2)","7.81e-4","22484627","2"
"rs10495950","48434764","Obesity (body mass index (BMI))","2.51e-4","21935397","2"
"rs10496470","115406526","Obesity with early age of onset (age >2)","3.05e-4","22484627","2"
"rs10497095","152977988","Obesity (body mass index (BMI))","7.63e-4","21935397","2"
"rs10497097","153030869","Obesity (body mass index (BMI))","4.93e-4","21935397","2"
"rs10497737","193824185","Obesity (body mass index (BMI))","1.00e-3","21935397","2"
"rs1050071","130747231","Obesity (body mass index (BMI))","6.44e-4","21935397","11"
"rs10500856","19584502","Obesity-related traits","7.00e-6","23251661","11"
"rs10501087","27670108","Established obesity, drive for thinness","4.07e-5","22911880","11"
"rs10501087","27670108","Obesity with early age of onset (age >2)","1.39e-4","22484627","11"
"rs10501905","99184602","Obesity (body mass index (BMI))","8.55e-4","21935397","11"
"rs10502141","111221554","Obesity (body mass index (BMI))","7.44e-4","21935397","11"
"rs10502142","111221806","Obesity (body mass index (BMI))","7.40e-4","21935397","11"
"rs10502155","112205471","Obesity (body mass index (BMI))","2.92e-4","21935397","11"
"rs10502386","8966144","Obesity-related traits","1.00e-6","23251661","18"
"rs10502386","8966144","Obesity-related traits","5.00e-6","23251661","18"
"rs10502386","8966144","Obesity-related traits","6.00e-6","23251661","18"
"rs10502386","8966144","Obesity-related traits","7.00e-6","23251661","18"
"rs10502752","38733962","Obesity with early age of onset (age >2)","1.06e-4","22484627","18"
"rs10502860","42799809","Type 2 diabetes without obesity","2.80e-5","17460697","18"
"rs10502985","51377906","Obesity with early age of onset (age >2)","7.82e-4","22484627","18"
"rs1050361","72130203","Obesity (body mass index (BMI))","7.49e-4","21935397","16"
"rs1050362","72130815","Obesity (body mass index (BMI))","4.62e-4","21935397","16"
"rs10503833","28719284","Obesity (body mass index (BMI))","6.97e-5","21935397","8"
"rs10503871","30436852","Obesity (body mass index (BMI))","7.92e-4","21935397","8"
"rs10503872","30437031","Obesity (body mass index (BMI))","7.72e-4","21935397","8"
"rs10504286","60078682","Obesity with early age of onset (age >2)","9.03e-4","22484627","8"
"rs10504581","75540619","Obesity (body mass index (BMI))","6.94e-4","21935397","8"
"rs10504582","75542325","Obesity (body mass index (BMI))","4.44e-4","21935397","8"
"rs10504583","75555788","Obesity (body mass index (BMI))","2.54e-4","21935397","8"
"rs10505305","118329011","Obesity (body mass index (BMI))","3.53e-5","21935397","8"
"rs10505725","2056363","Obesity-related traits","8.00e-6","23251661","12"
"rs10505808","17788564","Obesity (body mass index (BMI))","2.84e-4","21935397","12"
"rs10505921","24139829","Obesity (body mass index (BMI))","5.72e-4","21935397","12"
"rs10507994","93333822","Obesity with early age of onset (age >2)","1.53e-4","22484627","13"
"rs10508503","16299951","Adult obesity (body mass index (BMI))","1.00e-7","19151714","10"
"rs10508503","16299951","Obesity (body mass index (BMI))","1.20e-7","19151714","10"
"rs10508503","16299951","Obesity","2.00e-7","19151714","10"
"rs10508503","16299951","Childhood obesity (body mass index (BMI))","1.90e-4","19151714","10"
"rs1050881","29675928","Obesity (body mass index (BMI))","7.43e-4","21935397","16"
"rs10509912","112029405","Obesity with early age of onset (age >2)","8.28e-4","22484627","10"
"rs10510046","120453168","Obesity with early age of onset (age >2)","7.39e-4","22484627","10"
"rs10510067","122047475","Obesity (body mass index (BMI))","2.37e-4","21935397","10"
"rs10510138","126438019","Obesity-related traits","8.00e-6","23251661","10"
"rs10510861","61253045","Obesity with early age of onset (age >2)","6.19e-5","22484627","3"
"rs10510893","63285628","Obesity (body mass index (BMI))","4.47e-4","21935397","3"
"rs10511378","118162623","Obesity-related traits","1.00e-6","23251661","3"
"rs10512971","51861437","Obesity (body mass index (BMI))","2.72e-4","21935397","5"
"rs1051424","58024324","Obesity-related traits","3.00e-6","23251661","17"
"rs10514310","89021578","Obesity-related traits","7.00e-6","23251661","5"
"rs10514529","82143687","Obesity (body mass index (BMI))","8.53e-4","21935397","16"
"rs10515134","54863448","Obesity (body mass index (BMI))","4.62e-4","21935397","17"
"rs10515891","164562155","Obesity (body mass index (BMI))","6.42e-4","21935397","5"
"rs10516219","11080161","Obesity with early age of onset (age >2)","6.92e-5","22484627","4"
"rs10516928","94552306","Obesity with early age of onset (age >2)","2.40e-5","22484627","4"
"rs10518214","80085942","Obesity (body mass index (BMI))","6.01e-4","21935397","4"
"rs10519169","48665026","Obesity with early age of onset (age >2)","7.83e-4","22484627","15"
"rs10520585","85661506","Obesity with early age of onset (age >2)","3.19e-4","22484627","15"
"rs1053221","241755567","Obesity-related traits","1.00e-6","23251661","1"
"rs1053394","157442253","Obesity with early age of onset (age >2)","4.66e-4","22484627","2"
"rs1054869","130742630","Obesity (body mass index (BMI))","4.96e-4","21935397","11"
"rs1056513","62380298","Obesity-related traits","1.00e-7","23251661","1"
"rs1056513","62380298","Obesity-related traits","2.00e-7","23251661","1"
"rs1056513","62380298","Obesity-related traits","3.00e-7","23251661","1"
"rs1056513","62380298","Obesity-related traits","3.00e-6","23251661","1"
"rs1056513","62380298","Obesity-related traits","6.00e-6","23251661","1"
"rs1056513","62380298","Obesity-related traits","7.00e-6","23251661","1"
"rs1056513","62380298","Obesity-related traits","8.00e-6","23251661","1"
"rs1057079","11205058","Obesity with early age of onset (age >2)","6.09e-5","22484627","1"
"rs1058320","54312153","Obesity with early age of onset (age >2)","4.77e-4","22484627","2"
"rs1059773","136228865","Obesity with early age of onset (age >2)","5.65e-4","22484627","9"
"rs1061955","149914357","Obesity-related traits","4.00e-6","23251661","1"
"rs1064261","11288758","Obesity with early age of onset (age >2)","3.21e-5","22484627","1"
"rs10733594","115552630","Obesity (body mass index (BMI))","2.26e-4","21935397","9"
"rs10733599","115634234","Obesity (body mass index (BMI))","8.26e-4","21935397","9"
"rs10733682","129460914","Obesity (body mass index (BMI))","6.26e-6","21935397","9"
"rs10734125","89898841","Obesity (body mass index (BMI))","4.81e-4","21935397","11"
"rs10734875","14542541","Obesity with early age of onset (age >2)","2.96e-4","22484627","12"
"rs10735763","81756972","Obesity with early age of onset (age >2)","7.47e-4","22484627","1"
"rs1073839","38890734","Obesity (body mass index (BMI))","2.39e-4","21935397","17"
"rs10739370","115556941","Obesity (body mass index (BMI))","2.26e-4","21935397","9"
"rs10739373","115593239","Obesity (body mass index (BMI))","2.56e-4","21935397","9"
"rs10739378","115639631","Obesity (body mass index (BMI))","8.25e-4","21935397","9"
"rs1074078","11326788","Obesity with early age of onset (age >2)","3.53e-4","22484627","1"
"rs10741201","131616190","Obesity with early age of onset (age >2)","9.01e-4","22484627","10"
"rs10741669","2643480","Obesity (body mass index (BMI))","4.60e-4","21935397","11"
"rs10741799","19770390","Obesity with early age of onset (age >2)","7.60e-4","22484627","11"
"rs10741929","22221784","Obesity (body mass index (BMI))","5.46e-4","21935397","11"
"rs10742179","27650524","Obesity with early age of onset (age >2)","3.24e-5","22484627","11"
"rs10742214","29246337","Obesity with early age of onset (age >2)","5.72e-4","22484627","11"
"rs10742218","29272543","Obesity with early age of onset (age >2)","9.40e-4","22484627","11"
"rs1074316","28333188","Obesity (body mass index (BMI))","7.55e-4","21935397","5"
"rs1074319","131621056","Obesity with early age of onset (age >2)","8.04e-4","22484627","10"
"rs10743889","10521389","Obesity-related traits","6.00e-6","23251661","12"
"rs10744816","114714266","Obesity-related traits","6.00e-7","23251661","12"
"rs10746124","108879550","Obesity with early age of onset (age >2)","5.61e-4","22484627","12"
"rs10747502","99524047","Obesity-related traits","5.00e-7","23251661","1"
"rs10748621","95957070","Obesity with early age of onset (age >2)","3.31e-4","22484627","10"
"rs10749367","122047355","Obesity (body mass index (BMI))","1.09e-4","21935397","10"
"rs10749368","122066481","Obesity (body mass index (BMI))","2.98e-4","21935397","10"
"rs1075014","91531030","Obesity (body mass index (BMI))","1.53e-4","21935397","14"
"rs10751505","136195374","Obesity with early age of onset (age >2)","4.06e-4","22484627","9"
"rs1075265","54354927","Obesity with early age of onset (age >2)","9.61e-4","22484627","2"
"rs1075366","50192009","Obesity with early age of onset (age >2)","2.95e-7","22484627","12"
"rs1075366","50192009","Obesity (body mass index (BMI))","9.68e-4","21935397","12"
"rs10756542","14237649","Obesity (body mass index (BMI))","7.84e-4","21935397","9"
"rs10758809","6958299","Obesity (body mass index (BMI))","1.82e-4","21935397","9"
"rs10758814","6971932","Obesity (body mass index (BMI))","6.44e-5","21935397","9"
"rs10758815","6972193","Obesity (body mass index (BMI))","1.53e-4","21935397","9"
"rs10758976","8498248","Obesity (body mass index (BMI))","6.13e-4","21935397","9"
"rs10758977","8504101","Obesity (body mass index (BMI))","3.20e-4","21935397","9"
"rs10759171","108870106","Obesity (body mass index (BMI))","6.89e-4","21935397","9"
"rs10759330","111914037","Obesity (body mass index (BMI))","5.17e-4","21935397","9"
"rs10759590","115610567","Obesity (body mass index (BMI))","9.52e-4","21935397","9"
"rs10759603","115639581","Obesity (body mass index (BMI))","8.25e-4","21935397","9"
"rs10759604","115639748","Obesity (body mass index (BMI))","8.25e-4","21935397","9"
"rs10759755","100291237","Obesity with early age of onset (age >2)","6.52e-4","22484627","9"
"rs10759944","100556972","Obesity with early age of onset (age >2)","9.17e-4","22484627","9"
"rs10760193","124605896","Obesity (body mass index (BMI))","4.76e-4","21935397","9"
"rs10760197","124610491","Obesity (body mass index (BMI))","4.90e-4","21935397","9"
"rs10760198","124610536","Obesity (body mass index (BMI))","4.95e-4","21935397","9"
"rs10760446","129408445","Obesity (body mass index (BMI))","1.79e-4","21935397","9"
"rs10760450","129459628","Obesity (body mass index (BMI))","1.29e-4","21935397","9"
"rs10760452","129478908","Obesity (body mass index (BMI))","3.81e-4","21935397","9"
"rs10760617","132283114","Obesity with early age of onset (age >2)","5.95e-5","22484627","9"
"rs10762176","53244090","Obesity with early age of onset (age >2)","8.13e-4","22484627","10"
"rs10763642","28388150","Obesity-related traits","7.00e-6","23251661","10"
"rs10765270","89917262","Obesity (body mass index (BMI))","3.17e-4","21935397","11"
"rs1076548","22854566","Obesity (body mass index (BMI))","9.21e-5","21935397","14"
"rs10765844","11403717","Obesity (body mass index (BMI))","2.35e-4","21935397","11"
"rs10766035","13115117","Obesity with early age of onset (age >2)","7.57e-4","22484627","11"
"rs10766586","19762175","Obesity with early age of onset (age >2)","9.26e-5","22484627","11"
"rs10766587","19770713","Obesity with early age of onset (age >2)","3.82e-4","22484627","11"
"rs10766588","19770927","Obesity with early age of onset (age >2)","2.25e-4","22484627","11"
"rs10766589","19770940","Obesity with early age of onset (age >2)","2.96e-4","22484627","11"
"rs10766590","19770987","Obesity with early age of onset (age >2)","3.27e-4","22484627","11"
"rs10767647","27567392","Obesity with early age of onset (age >2)","8.19e-4","22484627","11"
"rs10767664","27725986","Extreme obesity with early age of onset","4.69e-226","23563609","11"
"rs10767664","27725986","Obesity (body mass index (BMI) > 30 kg/m2))","5.21e-6","20935630","11"
"rs10767664","27725986","Obesity with early age of onset (age >2)","7.10e-5","22484627","11"
"rs10767664","27725986","Extreme obesity (body mass index (BMI))","1.94e-4","20935630","11"
"rs10767741","28700423","Obesity with early age of onset (age >2)","4.27e-4","22484627","11"
"rs10767742","28703205","Obesity with early age of onset (age >2)","1.18e-4","22484627","11"
"rs10767791","29244514","Obesity with early age of onset (age >2)","1.08e-4","22484627","11"
"rs10767792","29245854","Obesity with early age of onset (age >2)","5.89e-4","22484627","11"
"rs10767793","29247150","Obesity with early age of onset (age >2)","4.23e-4","22484627","11"
"rs10767794","29248507","Obesity with early age of onset (age >2)","5.63e-4","22484627","11"
"rs10767795","29249635","Obesity with early age of onset (age >2)","6.04e-4","22484627","11"
"rs10767799","29272635","Obesity with early age of onset (age >2)","9.53e-4","22484627","11"
"rs10768030","33837229","Obesity with early age of onset (age >2)","8.44e-4","22484627","11"
"rs10768173","36051432","Obesity with early age of onset (age >2)","1.98e-4","22484627","11"
"rs10768414","38817699","Obesity (body mass index (BMI))","2.94e-5","21935397","11"
